Protein,Entry,Gene names  (primary ),UniqID,Intensity,Relative_concentration_ECOR2_Glu,Relative_concentration_ECOR51_Glu,Relative_concentration_NCM_Glu,Relative_concentration_ECOR63_Glu,Relative_concentration_AC_Glu,Relative_concentration_ECOR2_Ace,Relative_concentration_ECOR51_Ace,Relative_concentration_NCM_Ace,Relative_concentration_ECOR63_Ace,Relative_concentration_AC_Ace,Relative_concentration_ECOR2_Glu_log2,Relative_concentration_ECOR51_Glu_log2,Relative_concentration_NCM_Glu_log2,Relative_concentration_ECOR63_Glu_log2,Relative_concentration_AC_Glu_log2,Relative_concentration_ECOR2_Ace_log2,Relative_concentration_ECOR51_Ace_log2,Relative_concentration_NCM_Ace_log2,Relative_concentration_ECOR63_Ace_log2,Relative_concentration_AC_Ace_log2,Intensity_1,Intensity_2,Intensity_3,Intensity_4,Intensity_5,Intensity_6,Intensity_7,Intensity_8,Intensity_9,Intensity_10,massfraction_1,massfraction_2,massfraction_3,massfraction_4,massfraction_5,massfraction_6,massfraction_7,massfraction_8,massfraction_9,massfraction_10
ABDH_ECOLI,P77674,patD,12,118236400,0.490877771,0.899664984,0.289347784,0.320855513,0.6309717,2.159986733,0.713860278,1.745566081,0.294945839,1.306345899,-1.026564258,-0.152540222,-1.7891235,-1.640004324,-0.664352796,1.111022451,-0.486286369,0.803694973,-1.761478039,0.38553695,58039620.5,106373149,34211440.33,37936800.75,74603822.26,255389055.4,84404269.34,206389449.3,34873334.18,154457636.3,1.07E-05,1.76E-05,6.13E-06,6.77E-06,1.31E-05,4.53E-05,1.40E-05,3.68E-05,5.98E-06,2.65E-05
RSPR_ECOLI,P0ACM2,rspR,3,55438400,1.043432464,1.074585193,0.857847367,1.289439402,0.926729888,0.942421799,1.176317232,0.777409911,1.158029951,0.601191226,0.061337226,0.103779865,-0.221207117,0.366743974,-0.109779194,-0.085555185,0.234277182,-0.363252594,0.211672567,-0.73410414,57846226.33,59573283.79,47557685.47,71484457.33,51376422.22,52246356.65,65213145.23,43098361.63,64199327.62,33329079.67,1.06E-05,9.83E-06,8.52E-06,1.28E-05,9.03E-06,9.28E-06,1.08E-05,7.69E-06,1.10E-05,5.72E-06
CEDA_ECOLI,P0AE60,cedA,2,52213000,1.101161849,0.919954268,0.812104344,1.0564179,1.085722408,1.043553655,1.142794408,0.563736333,0.982292153,1.376732567,0.139026533,-0.120365949,-0.30026299,0.079180652,0.118655289,0.061504779,0.192565881,-0.826907543,-0.025775921,0.46124834,57494963.64,48033572.22,42402404.11,55158747.82,56688824.08,54487066.97,59668724.4,29434365.14,51288420.19,71883337.52,1.06E-05,7.93E-06,7.60E-06,9.85E-06,9.97E-06,9.67E-06,9.87E-06,5.25E-06,8.80E-06,1.23E-05
DEGS_ECOLI,P0AEE3,degS,9,156361800,0.366526471,1.297223339,0.632162314,1.107309607,0.990111787,0.870377219,1.212867779,0.893059752,1.067172992,1.172656544,-1.4480107,0.375426886,-0.661633062,0.147058661,-0.014336676,-0.200287298,0.278422284,-0.16317139,0.09379406,0.229780528,57310738.73,202836176.3,98846037.32,173140923.3,154815661.2,136093748.7,189646189.1,139640430.3,166865089.9,183358688,1.05E-05,3.35E-05,1.77E-05,3.09E-05,2.72E-05,2.42E-05,3.14E-05,2.49E-05,2.86E-05,3.15E-05
YKGF_ECOLI,P77536,ykgF,6,83722400,0.680163961,1.276955957,0.667903191,1.45365064,0.84204547,0.466564063,0.860768706,0.603041238,1.570786582,0.438021117,-0.556045529,0.352708767,-0.582289087,0.539680584,-0.248029954,-1.099852905,-0.216302466,-0.729671432,0.651487179,-1.19092767,56944959.2,106909817.4,55918458.15,121703120.4,70498067.67,39061863.15,72065621.93,50488059.77,131510022.5,36672179.2,1.05E-05,1.76E-05,1.00E-05,2.17E-05,1.24E-05,6.94E-06,1.19E-05,9.01E-06,2.26E-05,6.30E-06
DKGB_ECOLI,P30863,dkgB,3,23699200,2.390371516,0.335198785,2.368490194,0.166242331,0.418909233,1.965318086,0.543032995,2.603422652,0.244696889,0.320467018,1.257234862,-1.576911174,1.243967699,-2.588640303,-1.255290413,0.974762831,-0.880888235,1.380409545,-2.030932336,-1.641752211,56649892.62,7943943.054,56131322.81,3939810.261,9927813.692,46576466.37,12869447.56,61699034.1,5799120.508,7594811.949,1.04E-05,1.31E-06,1.01E-05,7.04E-07,1.75E-06,8.27E-06,2.13E-06,1.10E-05,9.95E-07,1.30E-06
YIBQ_ECOLI,P37691,yibQ,5,43771500,1.294143279,0.973967503,1.125901918,1.034447298,1.199553785,1.186705466,0.960966454,0.740667519,0.950000469,0.946315543,0.371997351,-0.038054458,0.171081153,0.048860147,0.262497846,0.24696191,-0.057442025,-0.433102023,-0.073999869,-0.079606774,56646592.52,42632018.58,49282415.79,45279309.93,52506268.51,51943878.31,42062943.15,32420128.33,41582945.55,41421650.78,1.04E-05,7.04E-06,8.83E-06,8.09E-06,9.23E-06,9.22E-06,6.96E-06,5.79E-06,7.14E-06,7.11E-06
YIFL_ECOLI,P0ADN6,yifL,2,66466000,0.850224937,0.503581251,0.705253345,2.125214106,0.522693298,1.13538535,0.991768375,1.049203344,0.750877585,0.421163652,-0.234083522,-0.989703523,-0.503786492,1.087608193,-0.935963435,0.183182032,-0.011924873,0.069294311,-0.41335037,-1.247547162,56511050.64,33471031.45,46875368.8,141254480.7,34741332.72,75464522.69,65918876.8,69736349.46,49907829.55,27993063.32,1.04E-05,5.52E-06,8.40E-06,2.52E-05,6.11E-06,1.34E-05,1.09E-05,1.24E-05,8.57E-06,4.81E-06
CCMH_ECOLI,P0ABM9,ccmH,6,48839500,1.154424329,1.272772382,1.005678549,1.058269861,1.059535661,0.82207286,1.346193107,0.876152728,1.073241078,0.67553981,0.207173609,0.347974436,0.008169241,0.081707565,0.083432145,-0.28266183,0.428885375,-0.190745717,0.101974179,-0.565887304,56381506.99,62161566.74,49116837.48,51685370.9,51747191.9,40149627.45,65747398.26,42790861.17,52416557.61,32993026.55,1.04E-05,1.03E-05,8.80E-06,9.23E-06,9.10E-06,7.13E-06,1.09E-05,7.64E-06,9.00E-06,5.67E-06
DNAT_ECOLI,P0A8J2,dnaT,5,40695300,1.381341648,1.045316811,1.249390064,1.071537811,1.164199206,0.824500696,1.22230481,0.821954079,0.763956809,0.559054199,0.466070186,0.063940256,0.321223962,0.099682759,0.219337939,-0.278407384,0.289604099,-0.2828703,-0.388437019,-0.83893994,56214112.75,42539481.22,50844303.48,43606552.68,47377435.96,33553303.16,49742060.92,33449667.82,31089451.51,22750878.34,1.03E-05,7.02E-06,9.11E-06,7.79E-06,8.33E-06,5.96E-06,8.23E-06,5.97E-06,5.34E-06,3.91E-06
PABC_ECOLI,P28305,pabC,5,74269600,0.756890364,1.318297872,0.731978742,0.767686229,0.914225731,1.141177957,1.313813032,0.81873407,0.898454006,1.20168579,-0.401843755,0.398676387,-0.450126344,-0.381411327,-0.12937767,0.190523786,0.393759981,-0.288533163,-0.154483445,0.265059718,56213944.57,97909455.66,54363768.39,57015749.13,67899179.37,84754830.43,97576368.37,60807051.89,66727819.61,89248722.95,1.03E-05,1.62E-05,9.74E-06,1.02E-05,1.19E-05,1.50E-05,1.61E-05,1.09E-05,1.15E-05,1.53E-05
FDOI_ECOLI,P0AEL0,fdoI,2,38903000,1.443860307,2.053198403,0.762308082,1.133830728,1.58452745,0.843561969,0.841619992,0.489696959,0.387349455,0.686518959,0.529931169,1.037873043,-0.391553923,0.181205274,0.664052653,-0.245434041,-0.24875912,-1.030038857,-1.368292386,-0.542628533,56170497.54,79875577.46,29656071.31,44109416.82,61642871.4,32817091.27,32741542.56,19050680.8,15069055.84,26707647.05,1.03E-05,1.32E-05,5.31E-06,7.88E-06,1.08E-05,5.83E-06,5.41E-06,3.40E-06,2.59E-06,4.59E-06
GSIC_ECOLI,P75798,gsiC,5,60996900,0.910703163,1.007903189,0.913676383,0.788050827,1.18430683,1.185951326,1.011315513,1.117436421,0.81095524,1.108010146,-0.1349472,0.011357071,-0.130244831,-0.343639412,0.244042903,0.2460448,0.016233163,0.160192749,-0.302305807,0.147971092,55550069.77,61478970.01,55731426.94,48068657.51,72239045.28,72339354.42,61687111.21,68160157.65,49465755.65,67585184.09,1.02E-05,1.01E-05,9.99E-06,8.58E-06,1.27E-05,1.28E-05,1.02E-05,1.22E-05,8.49E-06,1.16E-05
TUSD_ECOLI,P45532,tusD,6,55908900,0.991082078,0.990751394,0.905420829,0.961166548,0.968380617,1.288469409,1.037088907,0.949407803,0.905930545,0.914379128,-0.012923554,-0.013405003,-0.143339599,-0.057141656,-0.046353892,0.365658285,0.052539578,-0.074900188,-0.142527648,-0.129135623,55410308.78,55391820.59,50621082.6,53737764.43,54141095.09,72036907.33,57982499.98,53080345.93,50649580.24,51121931.2,1.02E-05,9.14E-06,9.07E-06,9.60E-06,9.52E-06,1.28E-05,9.59E-06,9.47E-06,8.69E-06,8.78E-06
YEDI_ECOLI,P46125,yedI,9,84870900,0.649631231,1.405128381,0.561741267,0.811556241,1.243700514,1.044654575,1.462775008,0.747366081,0.825406427,1.436989046,-0.622307103,0.49070195,-0.832022303,-0.301237018,0.314639123,0.063025981,0.548707883,-0.420113005,-0.276823423,0.523049065,55134787.27,119254510.3,47675486.91,68877508.55,105553981.9,88660773.99,124147031.5,63429631.96,70052986.34,121958553.6,1.01E-05,1.97E-05,8.54E-06,1.23E-05,1.86E-05,1.57E-05,2.05E-05,1.13E-05,1.20E-05,2.09E-05
YAGU_ECOLI,P0AAA1,yagU,4,90308300,0.606533359,0.962294438,1.126511208,1.368631725,1.557928615,0.531643409,1.067888941,0.579172929,0.823783888,1.099615955,-0.7213411,-0.055449704,0.171861668,0.452734295,0.63962913,-0.911469189,0.094761616,-0.787933925,-0.279662186,0.136999745,54774996.53,86903174.84,101733312.2,123598804.4,140693884.8,48011812.44,96439234.82,52304122.59,74394522.46,99304447.56,1.01E-05,1.43E-05,1.82E-05,2.21E-05,2.47E-05,8.52E-06,1.59E-05,9.33E-06,1.28E-05,1.71E-05
PRIA_ECOLI,P17888,priA,10,70079800,0.780954357,0.97381014,0.820006373,0.996338322,0.870528337,0.859836077,0.855327945,1.040589155,1.107239622,1.012400209,-0.356689863,-0.038287571,-0.286292972,-0.00529238,-0.200036834,-0.21786645,-0.225450418,0.057400577,0.146967475,0.01777971,54729125.12,68244419.88,57465882.64,69823190.33,61006451.75,60257140.32,59941211.35,72924279.87,77595131.23,70948804.16,1.00E-05,1.13E-05,1.03E-05,1.25E-05,1.07E-05,1.07E-05,9.91E-06,1.30E-05,1.33E-05,1.22E-05
CUSC_ECOLI,P77211,cusC,9,81884000,0.668018156,0.970608839,0.614579288,1.248865075,0.715510914,0.894891055,1.536853158,1.025173727,1.086595221,0.76536887,-0.582040781,-0.043038096,-0.702328946,0.32061762,-0.482954322,-0.160216037,0.619979326,0.035868411,0.119814607,-0.385772871,54699998.68,79477334.18,50324210.46,102262067.8,58588895.68,73277259.14,125843684,83945325.47,88974763.1,62671464.56,1.00E-05,1.31E-05,9.02E-06,1.83E-05,1.03E-05,1.30E-05,2.08E-05,1.50E-05,1.53E-05,1.08E-05
LYSAC_ECOLI,P76594,patZ,16,316507100,0.17223042,1.217993569,0.181881871,1.100843742,0.343847347,1.126430188,1.284709496,1.280414523,1.203345674,1.0287246,-2.537588113,0.284506516,-2.458926341,0.138609701,-1.540159879,0.171757903,0.361442168,0.356610946,0.267051132,0.040856809,54512150.87,385503612.3,57566903.67,348424860.3,108830126.8,356523152.1,406619676.8,405260287.5,380867449.7,325598639.7,1.00E-05,6.36E-05,1.03E-05,6.22E-05,1.91E-05,6.33E-05,6.72E-05,7.23E-05,6.54E-05,5.59E-05
YGGU_ECOLI,P52060,yggU,3,62966600,0.861585467,1.220395889,1.046416591,0.923940956,1.170062139,0.906596164,1.18360449,0.649237579,0.936514616,1.078302946,-0.21493418,0.287349226,0.06545732,-0.114127435,0.22658515,-0.141468038,0.243187075,-0.623181588,-0.094626584,0.108762556,54251107.47,76844179.81,65889294.9,58177420.61,73674834.7,57085278,74527550.51,40880282.92,58969141.22,67897070.27,9.96E-06,1.27E-05,1.18E-05,1.04E-05,1.30E-05,1.01E-05,1.23E-05,7.29E-06,1.01E-05,1.17E-05
YBHA_ECOLI,P21829,ybhA,4,39387100,1.375029707,1.086178881,1.255841657,0.891321363,1.248603233,1.083834613,0.606667282,1.016440707,1.023151638,0.684633808,0.459462788,0.119261718,0.328654573,-0.16598241,0.320315107,0.116144626,-0.721022587,0.02352606,0.033019978,-0.546595558,54158432.56,42781436.2,49463960.93,35106563.68,49178860.41,42689102.29,23894864.9,40034651.79,40298975.87,26965740.27,9.94E-06,7.06E-06,8.86E-06,6.27E-06,8.65E-06,7.58E-06,3.95E-06,7.14E-06,6.92E-06,4.63E-06
GFCD_ECOLI,P75882,gfcD,5,17432190,3.106756699,1.062439175,0.650838723,0.37428312,0.690731687,2.329210927,0.46903981,0.962331236,0.640397864,0.669089305,1.635409263,0.087380249,-0.619628004,-1.417798111,-0.533802686,1.219841292,-1.092217718,-0.055394537,-0.642959599,-0.57972931,54157573.06,18520641.57,11345544.29,6524574.457,12040966.01,40603247.43,8176391.084,16775540.96,11163537.24,11663691.9,9.94E-06,3.06E-06,2.03E-06,1.17E-06,2.12E-06,7.21E-06,1.35E-06,2.99E-06,1.92E-06,2.00E-06
YAHO_ECOLI,P75694,yahO,3,132421000,0.407614658,1.733918629,0.474324367,0.378237782,0.748474319,0.322410521,2.815848335,0.838840902,0.523858946,0.577183846,-1.294722163,0.794036196,-1.076054112,-1.402634613,-0.417975277,-1.633029271,1.493569631,-0.253530885,-0.932749691,-0.792897172,53976740.6,229607238.8,62810506.95,50086625.39,99113717.85,42693923.62,372877452.3,111080151.1,69369925.47,76431262.1,9.91E-06,3.79E-05,1.13E-05,8.94E-06,1.74E-05,7.58E-06,6.17E-05,1.98E-05,1.19E-05,1.31E-05
YQHC_ECOLI,Q46855,yqhC,5,58202500,0.925518272,1.188125911,0.984955243,0.817865605,1.151621133,0.992730639,0.903812661,0.867378037,1.056714905,1.138494881,-0.111666622,0.248687733,-0.021869927,-0.290064301,0.203666169,-0.010525776,-0.145904328,-0.205267183,0.079586199,0.187127805,53867477.21,69151898.34,57326857.5,47601822.9,67027229,57779405,52604156.41,50483570.17,61503449.25,66263248.32,9.89E-06,1.14E-05,1.03E-05,8.50E-06,1.18E-05,1.03E-05,8.70E-06,9.01E-06,1.06E-05,1.14E-05
RSSA_ECOLI,P0AFR0,rssA,5,51586000,1.038959444,1.384133345,0.800452952,0.892165659,1.229938968,0.971903599,1.347555159,0.761285951,0.765238505,1.314522624,0.05513934,0.468982937,-0.321111486,-0.164616477,0.298586728,-0.041114872,0.430344328,-0.39348964,-0.386018626,0.394538973,53595761.88,71401902.75,41292166.01,46023257.7,63447631.6,50136619.05,69514980.43,39271697.09,39475593.54,67810964.1,9.84E-06,1.18E-05,7.40E-06,8.22E-06,1.12E-05,8.90E-06,1.15E-05,7.01E-06,6.77E-06,1.16E-05
YHBO_ECOLI,P45470,yhbO,7,104650700,0.511046405,0.163682436,0.234080212,0.327937622,0.827438666,3.587654847,0.324243913,0.926561548,0.305843958,2.438134301,-0.968473795,-2.611028576,-2.094925114,-1.608506673,-0.273275719,1.843041101,-1.624848604,-0.110041282,-1.709132321,1.285777597,53481364.02,17129481.47,24496658.04,34318901.69,86592035.57,375450591.1,33932352.46,96965314.61,32006784.25,255152461.3,9.82E-06,2.83E-06,4.39E-06,6.13E-06,1.52E-05,6.67E-05,5.61E-06,1.73E-05,5.49E-06,4.38E-05
YFHG_ECOLI,P0AD44,yfhG,3,53029000,1.007705224,1.245466985,0.877856759,0.951049461,1.140379444,0.720201652,1.211061629,0.768094461,0.980470092,0.943451443,0.011073681,0.316686778,-0.187942543,-0.072407721,0.18951394,-0.473527186,0.276272283,-0.38064435,-0.028454472,-0.083979827,53437600.33,66045868.72,46551866.06,50433201.89,60473181.56,38191573.4,64221387.11,40731281.15,51993348.49,50030286.58,9.81E-06,1.09E-05,8.34E-06,9.01E-06,1.06E-05,6.78E-06,1.06E-05,7.27E-06,8.92E-06,8.59E-06
RMLA2_ECOLI,P61887,rffH,3,33549600,1.588937352,0.977347033,1.035002323,0.813658298,0.938335483,1.597136768,1.056101335,0.705600679,0.739079363,0.894131726,0.668062244,-0.033057174,0.049634005,-0.297505045,-0.091824273,0.67548786,0.078748271,-0.503076146,-0.436198804,-0.161440705,53308212.6,32789602.02,34723913.93,27297910.42,31480780.12,53583299.7,35431777.36,23672620.53,24795817.01,29997761.77,9.79E-06,5.41E-06,6.22E-06,4.87E-06,5.53E-06,9.51E-06,5.86E-06,4.22E-06,4.26E-06,5.15E-06
RL36_ECOLI,P0A7Q6,rpmJ,2,39948400,1.333609891,0.679477984,1.387087542,1.106844674,1.154276988,0.872790293,0.821144927,0.878257756,1.121793404,0.914664934,0.41533671,-0.557501289,0.472058842,0.14645278,0.206989464,-0.196293038,-0.284291224,-0.187283682,0.165807005,-0.128684752,53275581.37,27144058.28,55411927.95,44216673.78,46111518.81,34866575.74,32803425.99,35084992.15,44813851.62,36539400.65,9.78E-06,4.48E-06,9.93E-06,7.90E-06,8.11E-06,6.19E-06,5.42E-06,6.26E-06,7.69E-06,6.28E-06
MNMC_ECOLI,P77182,mnmC,10,52463240,1.010168556,1.105140086,1.008201976,0.907219428,1.228118595,0.934210764,1.040606836,0.839005565,0.890820563,1.02289615,0.014596041,0.144229255,0.011784687,-0.140476559,0.296449883,-0.098180027,0.057425091,-0.253247715,-0.166793234,0.032659682,52996715.42,57979229.57,52893542.24,47595670.58,64431080.6,49011723.5,54593606.21,44016950.31,46735333.01,53664446.19,9.73E-06,9.57E-06,9.48E-06,8.50E-06,1.13E-05,8.70E-06,9.03E-06,7.85E-06,8.02E-06,9.22E-06
MALK_ECOLI,P68187,malK,9,300917800,0.175984758,2.334066369,0.171610041,1.390015375,0.274036979,0.704948824,1.929289115,0.592430814,1.251412532,0.458798664,-2.50647761,1.222845585,-2.542794125,0.475100841,-1.867557507,-0.504409567,0.948069356,-0.755281413,0.323557457,-1.124066904,52956946.28,702362116.8,51640516.05,418280368.7,82462604.97,212131649.1,580557436.1,178272977.3,376572306.1,138060684.7,9.72E-06,0.000115905,9.25E-06,7.47E-05,1.45E-05,3.77E-05,9.60E-05,3.18E-05,6.46E-05,2.37E-05
FADH_ECOLI,P42593,fadH,22,285456400,0.184027036,0.881533379,0.237845347,1.380609355,0.332829366,1.205811492,0.644847753,1.608292335,1.431722392,0.858159833,-2.442010362,-0.181912897,-2.071904294,0.465305165,-1.587145366,0.270004385,-0.632969512,0.685529665,0.517751784,-0.220681719,52531695.19,251639344.9,67894476.47,394103776.2,95008272.55,344206607.7,184075918,459097340.2,408694319.9,244967216.6,9.65E-06,4.15E-05,1.22E-05,7.04E-05,1.67E-05,6.11E-05,3.04E-05,8.19E-05,7.01E-05,4.21E-05
YDGD_ECOLI,P76176,ydgD,6,56984400,0.92184978,0.974217278,0.622484166,0.655610308,0.881769219,1.101629678,1.454023886,0.791765283,0.731697839,1.597207788,-0.11739642,-0.037684524,-0.683890954,-0.609089558,-0.18152698,0.139639332,0.540050969,-0.336855284,-0.450680096,0.675552012,52531056.58,55515187.08,35471886.72,37359560.02,50247089.86,62775706.23,82856678.7,45118269.61,41695362.36,91015927.47,9.65E-06,9.16E-06,6.36E-06,6.67E-06,8.83E-06,1.11E-05,1.37E-05,8.05E-06,7.16E-06,1.56E-05
THIQ_ECOLI,P31548,thiQ,6,68712300,0.758559329,1.0067366,0.928274348,1.116769457,1.04841458,0.998662803,1.067421834,0.790196256,1.162881593,0.79573974,-0.398666073,0.00968627,-0.107376844,0.15933139,0.068209323,-0.001930458,0.094130427,-0.339717085,0.217704206,-0.329631444,52122356.17,69175187.29,63783865.46,76735797.96,72038977.17,68620418.14,73345009.28,54296202.18,79904268.89,54677107.75,9.57E-06,1.14E-05,1.14E-05,1.37E-05,1.27E-05,1.22E-05,1.21E-05,9.69E-06,1.37E-05,9.39E-06
RMF_ECOLI,P0AFW2,rmf,4,366262000,0.142203221,1.077452326,0.243806534,0.551255094,0.175007499,0.921053848,1.52712137,0.477270972,0.609751243,3.125684369,-2.813973954,0.107624036,-2.036191303,-0.859208013,-2.514511353,-0.118642591,0.610814727,-1.067119502,-0.713707301,1.644172103,52083636.05,394629843.8,89297068.82,201903793.2,64098596.56,337347024.5,559326527.2,174806220.7,223328709.8,1144819409,9.56E-06,6.51E-05,1.60E-05,3.61E-05,1.13E-05,5.99E-05,9.25E-05,3.12E-05,3.83E-05,0.000196631
DPPB_ECOLI,P0AEF8,dppB,5,52976800,0.97970795,2.399995288,0.823433487,0.511784131,1.733388153,0.654751962,1.418473102,0.593208266,0.512002848,0.991419107,-0.029576347,1.263031574,-0.280275974,-0.966392681,0.79359475,-0.610979616,0.504338794,-0.753389394,-0.965776259,-0.012433032,51901792.14,127144070.4,43622871.17,27112685.54,91829357.52,34686663.76,75146165.85,31426275.67,27124272.49,52522211.75,9.53E-06,2.10E-05,7.82E-06,4.84E-06,1.61E-05,6.16E-06,1.24E-05,5.61E-06,4.66E-06,9.02E-06
HYPB_ECOLI,P0AAN3,hypB,11,86629200,0.59738997,1.336418599,0.56829346,1.099981786,0.633138823,0.891280961,1.199469127,0.886887691,1.372875654,0.829127099,-0.74325508,0.418371966,-0.815291983,0.137479635,-0.659406233,-0.166047806,0.262396025,-0.173176671,0.457200961,-0.270334822,51751415.19,115772874.1,49230807.79,95290542.13,54848309.73,77210956.64,103909050.9,76830371.16,118931119.6,71826617.28,9.50E-06,1.91E-05,8.82E-06,1.70E-05,9.64E-06,1.37E-05,1.72E-05,1.37E-05,2.04E-05,1.23E-05
FUCM_ECOLI,P0AEN8,fucU,9,182163000,0.283674148,1.228235098,0.298679364,2.006267344,0.712617434,0.431340048,1.499457433,0.373596037,1.246908028,0.823409894,-1.817693417,0.296586735,-1.743330532,1.004513864,-0.488800315,-1.213102426,0.584440567,-1.420448944,0.318355056,-0.28031731,51674933.75,223738990.2,54408328.94,365467678.2,129812529.7,78574197.09,273145664.3,68055374.84,227140507.1,149994816.6,9.49E-06,3.69E-05,9.75E-06,6.53E-05,2.28E-05,1.40E-05,4.52E-05,1.21E-05,3.90E-05,2.58E-05
YOHF_ECOLI,P33368,yohF,10,97984700,0.525927882,0.884011932,0.174753161,0.495925952,0.655694736,2.549525328,1.04812344,0.68168297,0.380899198,1.797806911,-0.927063111,-0.177862252,-2.516609539,-1.01180337,-0.608903783,1.35022867,0.067808637,-0.552827154,-1.392518846,0.84623808,51532885.76,86619643.98,17123136.1,48593155.66,64248051.97,249814474.4,102700060.9,66794501.3,37322293.62,176157570.8,9.46E-06,1.43E-05,3.07E-06,8.68E-06,1.13E-05,4.44E-05,1.70E-05,1.19E-05,6.41E-06,3.03E-05
ACFD_ECOLI,P0CK95,yghJ,14,90115600,0.570886141,1.112013198,0.923782361,0.830368816,1.889403025,0.486359198,1.089747775,0.56127604,0.909171904,1.009925124,-0.808725055,0.153173911,-0.114375095,-0.26817583,0.917930473,-1.039905892,0.123994258,-0.83321762,-0.137374994,0.014248336,51445747.14,100209736.5,83247201.77,74829184.08,170264687.2,43828550.97,98203274.6,50579727.12,81930571.6,91010008.53,9.45E-06,1.65E-05,1.49E-05,1.34E-05,2.99E-05,7.78E-06,1.62E-05,9.03E-06,1.41E-05,1.56E-05
YJAH_ECOLI,P32681,yjaH,3,87784000,0.585492176,1.47214721,0.462589094,1.024060546,0.769779752,0.698359745,1.357994989,0.67830199,1.163374224,1.205978056,-0.772278203,0.557921943,-1.112196843,0.034301015,-0.377482371,-0.517957693,0.441478156,-0.56000037,0.218315245,0.270203656,51396845.19,129230970.6,40607920.99,89896130.99,67574345.76,61304811.88,119210232.1,59544061.88,102125642.9,105865577.7,9.44E-06,2.13E-05,7.28E-06,1.61E-05,1.19E-05,1.09E-05,1.97E-05,1.06E-05,1.75E-05,1.82E-05
PRIC_ECOLI,P23862,priC,3,47001300,1.082830832,0.567587943,1.03670442,0.948727525,1.118168494,1.282136226,0.571054144,1.145717621,1.123235708,1.276818366,0.114807872,-0.817084151,0.052004619,-0.075934291,0.161137601,0.358549555,-0.808300555,0.196251515,0.167660705,0.352553309,50894456.78,26677371.19,48726455.48,44591427.03,52555372.86,60262069.4,26840287.15,53850217.64,52793538.49,60012123.06,9.34E-06,4.40E-06,8.73E-06,7.96E-06,9.24E-06,1.07E-05,4.44E-06,9.61E-06,9.06E-06,1.03E-05
YMDF_ECOLI,P56614,ymdF,4,97836000,0.519954375,0.270834907,0.455752886,0.144959498,0.541218784,3.716512265,2.106372211,0.634295222,0.311660093,0.954961312,-0.943543061,-1.8845144,-1.133676304,-2.786278228,-0.885716183,1.893949369,1.074760393,-0.656773619,-1.681954659,-0.066485808,50870256.2,26497403.95,44589039.32,14182257.47,52950680.95,363608694,206079031.6,62056907.37,30491576.88,93429594.93,9.34E-06,4.37E-06,7.99E-06,2.53E-06,9.31E-06,6.46E-05,3.41E-05,1.11E-05,5.23E-06,1.60E-05
RNT_ECOLI,P30014,rnt,3,29042300,1.738313135,0.826714309,1.71436274,0.980665506,1.256190026,0.973408859,0.71747023,1.081245194,0.68105445,0.49432745,0.797687989,-0.274539238,0.7776724,-0.028166962,0.329054719,-0.03888219,-0.479009123,0.11269372,-0.554157949,-1.016461074,50484611.55,24009684.97,49789037,28480781.81,36482647.58,28270032.1,20836985.68,31401847.29,19779387.65,14356406.09,9.27E-06,3.96E-06,8.92E-06,5.09E-06,6.41E-06,5.02E-06,3.45E-06,5.60E-06,3.39E-06,2.47E-06
DMA_ECOLI,P0AEE8,dam,2,48794400,1.032080866,0.913968942,1.280277505,0.869910739,1.125117987,1.030529676,1.04666281,0.71639392,0.976883575,1.265127857,0.045556013,-0.129782953,0.356456554,-0.20106072,0.170076299,0.043386051,0.065796742,-0.481175002,-0.033741463,0.339283194,50359766.59,44596566.15,62470372.7,42446772.56,54899457.1,50284077.23,51071283.8,34956011.47,47666447.92,61731154.69,9.25E-06,7.36E-06,1.12E-05,7.58E-06,9.65E-06,8.93E-06,8.45E-06,6.24E-06,8.18E-06,1.06E-05
GLNP_ECOLI,P0AEQ6,glnP,6,97998600,0.513022454,2.487407236,0.522893126,1.049773141,0.74695517,0.624763116,1.160215852,0.914715998,0.938390835,0.617293104,-0.962906123,1.314642724,-0.935411989,0.070077591,-0.420906436,-0.678618811,0.214393236,-0.128604212,-0.091739171,-0.695972421,50275482.3,243762426.8,51242794.33,102876298.1,73200560.88,61225910.68,113699529.2,89640887.17,91960988.13,60493859.97,9.23E-06,4.02E-05,9.18E-06,1.84E-05,1.29E-05,1.09E-05,1.88E-05,1.60E-05,1.58E-05,1.04E-05
