gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac
plda,b3821,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,outer membrane phospholipase A,0.6931471805599453,Soufi et al. 2015,BW25113,7.025689540285849e-05
rhtc,b3823,M9_glucose,metabolism,amino acid transport and metabolism,E,L-threonine exporter,0.6931471805599453,Soufi et al. 2015,BW25113,3.066913434783326e-06
pldb,b3825,M9_glucose,metabolism,lipid transport and metabolism,I,lysophospholipase L2,0.6931471805599453,Soufi et al. 2015,BW25113,3.12512538303028e-05
yigl,b3826,M9_glucose,poorly characterized,general function prediction only,R,phosphosugar phosphatase YigL,0.6931471805599453,Soufi et al. 2015,BW25113,6.351554058326198e-05
mete,b3829,M9_glucose,metabolism,amino acid transport and metabolism,E,HOMOCYSMET-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.03152112068390558
ysga,b3830,M9_glucose,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative dienelactone hydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0011814758154963057
udp,b3831,M9_glucose,metabolism,nucleotide transport and metabolism,F,uridine phosphorylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008404694131965
ubie,b3833,M9_glucose,metabolism,coenzyme transport and metabolism,H,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase",0.6931471805599453,Soufi et al. 2015,BW25113,0.0002975135734508151
tatb,b3838,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,twin arginine protein translocation system - TatB protein,0.6931471805599453,Soufi et al. 2015,BW25113,1.239476922919924e-05
tatc,b3839,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,twin arginine protein translocation system - TatC protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rfah,b3842,M9_glucose,information storage and processing,transcription,K,transcription antiterminator RfaH,0.6931471805599453,Soufi et al. 2015,BW25113,1.9160604942441392e-05
ubid,b3843,M9_glucose,metabolism,coenzyme transport and metabolism,H,3-octaprenyl-4-hydroxybenzoate decarboxylase,0.6931471805599453,Soufi et al. 2015,BW25113,9.342550706424349e-05
fre,b3844,M9_glucose,metabolism,energy production and conversion,C,flavin reductase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001202761441083297
fada,b3845,M9_glucose,metabolism,lipid transport and metabolism,I,3-ketoacyl-CoA thiolase,0.6931471805599453,Soufi et al. 2015,BW25113,2.6596765253813446e-05
fadb,b3846,M9_glucose,metabolism,lipid transport and metabolism,I,"dodecenoyl-CoA &delta;-isomerase, enoyl-CoA hydratase, 3-hydroxybutyryl-CoA epimerase, 3-hydroxyacyl-CoA dehydrogenase",0.6931471805599453,Soufi et al. 2015,BW25113,4.025177230476228e-05
pepq,b3847,M9_glucose,metabolism,amino acid transport and metabolism,E,Xaa-Pro dipeptidase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0011328698175778436
yigz,b3848,M9_glucose,poorly characterized,general function prediction only,R,IMPACT family member YigZ,0.6931471805599453,Soufi et al. 2015,BW25113,3.561681084256788e-06
trkh,b3849,M9_glucose,metabolism,inorganic ion transport and metabolism,P,TRKH-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
hemg,b3850,M9_glucose,metabolism,coenzyme transport and metabolism,H,protoporphyrinogen oxidase,0.6931471805599453,Soufi et al. 2015,BW25113,2.0809864431860003e-05
mobb,b3856,M9_glucose,metabolism,coenzyme transport and metabolism,H,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,0.6931471805599453,Soufi et al. 2015,BW25113,3.308105051582838e-06
moba,b3857,M9_glucose,metabolism,coenzyme transport and metabolism,H,molybdenum cofactor guanylyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,2.1142921874112073e-05
yihd,b3858,M9_glucose,poorly characterized,function unknown,S,DUF1040 domain-containing protein YihD,0.6931471805599453,Soufi et al. 2015,BW25113,5.500580982812574e-05
srka,b3859,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,stress response kinase A,0.6931471805599453,Soufi et al. 2015,BW25113,3.851715716053658e-05
dsba,b3860,M9_glucose,Not Assigned,Not Assigned,Not Assigned,"thiol:disulfide oxidoreductase - DsbAreduced // ""thiol:disulfide oxidoreductase - DsbAoxidized"" // ""thiol:disulfide oxidoreductase DsbA""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0007385934368737419
pola,b3863,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA polymerase I,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003592491378046074
yiha,b3865,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,GTP-binding protein YihA,0.6931471805599453,Soufi et al. 2015,BW25113,0.00024413202946711659
yihi,b3866,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,Der GTPase-activating protein YihI,0.6931471805599453,Soufi et al. 2015,BW25113,3.439538056418091e-05
hemn,b3867,M9_glucose,metabolism,coenzyme transport and metabolism,H,coproporphyrinogen III dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,2.1872630954987293e-05
glng,b3868,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"NtrC-phosphorylated monomer // ""DNA-binding transcriptional dual regulator NtrC""",0.6931471805599453,Soufi et al. 2015,BW25113,8.582813193003332e-05
glnl,b3869,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,sensory histidine kinase NtrB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
glna,b3870,M9_glucose,metabolism,amino acid transport and metabolism,E,"adenylyl-[glutamine synthetase] // ""glutamine synthetase""",0.6931471805599453,Soufi et al. 2015,BW25113,0.005100191245042844
bipa,b3871,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"ribosome-dependent GTPase, ribosome assembly factor",0.6931471805599453,Soufi et al. 2015,BW25113,0.0015030513380893539
yihl,b3872,M9_glucose,information storage and processing,transcription,K,putative transcriptional regulator YihL,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yihm,b3873,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative TIM barrel domain-containing protein YihM,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yihp,b3877,M9_glucose,metabolism,carbohydrate transport and metabolism,G,"putative 2,3-dihydroxypropane-1-sulfonate export protein",0.6931471805599453,Soufi et al. 2015,BW25113,0.0
yiht,b3881,M9_glucose,metabolism,carbohydrate transport and metabolism,G,6-deoxy-6-sulfofructose-1-phosphate aldolase,0.6931471805599453,Soufi et al. 2015,BW25113,2.304302538710895e-05
csqr,b3884,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator CsqR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
dtd,b3887,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,D-aminoacyl-tRNA deacylase,0.6931471805599453,Soufi et al. 2015,BW25113,4.785451150277923e-05
faby,b3888,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative acetyltransferase YiiD,0.6931471805599453,Soufi et al. 2015,BW25113,0.00012151603853488449
fdhe,b3891,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,formate dehydrogenase formation protein,0.6931471805599453,Soufi et al. 2015,BW25113,2.0551216373573417e-05
fdoh,b3893,M9_glucose,metabolism,energy production and conversion,C,formate dehydrogenase O subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
fdog,b3894,M9_glucose,metabolism,energy production and conversion,C,formate dehydrogenase O subunit &alpha;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005851697397330684
fdhd,b3895,M9_glucose,metabolism,energy production and conversion,C,sulfurtransferase for molybdenum cofactor sulfuration,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
soda,b3908,M9_glucose,metabolism,inorganic ion transport and metabolism,P,superoxide dismutase (Mn),0.6931471805599453,Soufi et al. 2015,BW25113,0.0029392350255853256
yiim,b3910,M9_glucose,poorly characterized,function unknown,S,2-amino-6-N-hydroxylaminopurine resistance protein,0.6931471805599453,Soufi et al. 2015,BW25113,7.606624290019819e-05
cpxa,b3911,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"CpxA-N-phospho-L-histidine // ""sensor histidine kinase CpxA""",0.6931471805599453,Soufi et al. 2015,BW25113,2.930792063668774e-05
cpxr,b3912,M9_glucose,information storage and processing,transcription,K,"Phosphorylated DNA-binding transcriptional dual regulator CpxR // ""DNA-binding transcriptional dual regulator CpxR""",0.6931471805599453,Soufi et al. 2015,BW25113,0.00039515435547018746
pfka,b3916,M9_glucose,metabolism,carbohydrate transport and metabolism,G,6-phosphofructokinase 1,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004647312874226673
sbp,b3917,M9_glucose,metabolism,inorganic ion transport and metabolism,P,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp,0.6931471805599453,Soufi et al. 2015,BW25113,0.00020978407613702702
cdh,b3918,M9_glucose,metabolism,lipid transport and metabolism,I,CDPDIGLYPYPHOSPHA-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
tpia,b3919,M9_glucose,metabolism,carbohydrate transport and metabolism,G,triose-phosphate isomerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0011990108353257516
yiiq,b3920,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF1454 domain-containing protein YiiQ,0.6931471805599453,Soufi et al. 2015,BW25113,1.562422102835738e-05
yiis,b3922,M9_glucose,poorly characterized,function unknown,S,DUF406 domain-containing protein YiiS,0.6931471805599453,Soufi et al. 2015,BW25113,3.7609260229333916e-05
uspd,b3923,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,universal stress protein D,0.6931471805599453,Soufi et al. 2015,BW25113,6.094378878552569e-05
fpr,b3924,M9_glucose,metabolism,energy production and conversion,C,flavodoxin/ferredoxin-NADP+ reductase,0.6931471805599453,Soufi et al. 2015,BW25113,1.559998590452484e-05
glpx,b3925,M9_glucose,metabolism,carbohydrate transport and metabolism,G,"fructose-1,6-bisphosphatase 2",0.6931471805599453,Soufi et al. 2015,BW25113,7.5093142884853e-05
glpk,b3926,M9_glucose,metabolism,energy production and conversion,C,glycerol kinase,0.6931471805599453,Soufi et al. 2015,BW25113,1.6867554033248447e-05
mena,b3930,M9_glucose,metabolism,coenzyme transport and metabolism,H,DMK-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,1.2445204063728392e-05
hslu,b3931,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,ATPase component of the HslVU protease,0.6931471805599453,Soufi et al. 2015,BW25113,0.00046848752293882025
hslv,b3932,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,peptidase component of the HslVU protease,0.6931471805599453,Soufi et al. 2015,BW25113,2.3590659813160853e-06
ftsn,b3933,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein FtsN,0.6931471805599453,Soufi et al. 2015,BW25113,3.1166526176017856e-05
cytr,b3934,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor CytR,0.6931471805599453,Soufi et al. 2015,BW25113,6.954329899282675e-05
pria,b3935,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,primosome factor N',0.6931471805599453,Soufi et al. 2015,BW25113,3.0259530411287314e-06
rpme,b3936,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L31,0.6931471805599453,Soufi et al. 2015,BW25113,5.5258648849114674e-05
metj,b3938,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor MetJ,0.6931471805599453,Soufi et al. 2015,BW25113,9.01926144273275e-05
metb,b3939,M9_glucose,metabolism,amino acid transport and metabolism,E,O-succinylhomoserine(thiol)-lyase / O-succinylhomoserine lyase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00043333919174678775
metl,b3940,M9_glucose,metabolism,amino acid transport and metabolism,E,fused aspartate kinase/homoserine dehydrogenase 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.00023339848917153195
metf,b3941,M9_glucose,metabolism,amino acid transport and metabolism,E,"5,10-methylenetetrahydrofolate reductase",0.6931471805599453,Soufi et al. 2015,BW25113,0.00039870729857613033
katg,b3942,M9_glucose,metabolism,inorganic ion transport and metabolism,P,catalase/hydroperoxidase HPI,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004547149749180304
glda,b3945,M9_glucose,metabolism,energy production and conversion,C,"L-1,2-propanediol dehydrogenase / glycerol dehydrogenase",0.6931471805599453,Soufi et al. 2015,BW25113,7.666640446714425e-05
fsab,b3946,M9_glucose,metabolism,carbohydrate transport and metabolism,G,fructose-6-phosphate aldolase 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
eptc,b3955,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,phosphoethanolamine transferase EptC,0.6931471805599453,Soufi et al. 2015,BW25113,0.00016112207586758422
ppc,b3956,M9_glucose,metabolism,energy production and conversion,C,phosphoenolpyruvate carboxylase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0026931475463225045
oxyr,b3961,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator OxyR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005341194433323543
stha,b3962,M9_glucose,metabolism,energy production and conversion,C,soluble pyridine nucleotide transhydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002598587550258697
trma,b3965,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNA m5U54 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011495261140938363
btub,b3966,M9_glucose,metabolism,coenzyme transport and metabolism,H,cobalamin/cobinamide outer membrane transporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.00026847864903858514
muri,b3967,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,glutamate racemase,0.6931471805599453,Soufi et al. 2015,BW25113,3.3447790847080694e-05
murb,b3972,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-N-acetylenolpyruvoylglucosamine reductase,0.6931471805599453,Soufi et al. 2015,BW25113,6.216077284576929e-05
bira,b3973,M9_glucose,metabolism,coenzyme transport and metabolism,H,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,0.6931471805599453,Soufi et al. 2015,BW25113,2.4709206703850844e-05
coaa,b3974,M9_glucose,metabolism,coenzyme transport and metabolism,H,pantothenate kinase,0.6931471805599453,Soufi et al. 2015,BW25113,3.6052758706477025e-05
tufb,b3980,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,translation elongation factor Tu 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
sece,b3981,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,Sec translocon subunit SecE,0.6931471805599453,Soufi et al. 2015,BW25113,3.437340169046553e-06
nusg,b3982,M9_glucose,information storage and processing,transcription,K,transcription termination factor NusG,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003362199703489377
rplk,b3983,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L11,0.6931471805599453,Soufi et al. 2015,BW25113,0.0015159279183051542
rplj,b3985,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,50S ribosomal subunit protein L10,0.6931471805599453,Soufi et al. 2015,BW25113,0.003969312373470081
rpll,b3986,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,"50S ribosomal subunit protein L7 // ""50S ribosomal subunit protein L12""",0.6931471805599453,Soufi et al. 2015,BW25113,0.002072437206221454
rpob,b3987,M9_glucose,information storage and processing,transcription,K,RNA polymerase subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0049756594919101475
rpoc,b3988,M9_glucose,information storage and processing,transcription,K,RNA polymerase subunit &beta;',0.6931471805599453,Soufi et al. 2015,BW25113,0.003988114170409173
thig,b3991,M9_glucose,metabolism,coenzyme transport and metabolism,H,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
