gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac,go_terms,cog_desc
ubie,b3833,M9_glucose,metabolism,coenzyme transport and metabolism,H,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase",0.6931471805599453,Soufi et al. 2015,BW25113,0.0002975135734508151,GO:0009060; GO:0008425; GO:0005737; GO:0110142; GO:0030580; GO:0005515; GO:0102955; GO:0016740; GO:0008168; GO:0032259; GO:0009234; GO:0043333; GO:0006744,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase (EC 2.1.1.-)/demethylmenaquinone methyltransferase (EC 2.1.1.163)"
tatb,b3838,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,twin arginine protein translocation system - TatB protein,0.6931471805599453,Soufi et al. 2015,BW25113,1.239476922919924e-05,GO:0008320; GO:0042803; GO:0042802; GO:0005515; GO:0016020; GO:0015031; GO:0005886; GO:0005887; GO:0043953; GO:0009977; GO:0033281; GO:0065002; GO:0016021,Sec-independent protein translocase TatB
tatc,b3839,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,twin arginine protein translocation system - TatC protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0008320; GO:0009314; GO:0042802; GO:0005515; GO:0015031; GO:0005886; GO:0043953; GO:0005887; GO:0016021; GO:0009977; GO:0033281; GO:0065002; GO:0016020,Sec-independent protein translocase TatC
rfah,b3842,M9_glucose,information storage and processing,transcription,K,transcription antiterminator RfaH,0.6931471805599453,Soufi et al. 2015,BW25113,1.9160604942441392e-05,GO:0005515; GO:0045727; GO:0008494; GO:0001000; GO:0001124; GO:0006355; GO:0005829; GO:0031564; GO:0001073; GO:0003677,DNA-binding transcriptional antiterminator
ubid,b3843,M9_glucose,metabolism,coenzyme transport and metabolism,H,3-octaprenyl-4-hydroxybenzoate decarboxylase,0.6931471805599453,Soufi et al. 2015,BW25113,9.342550706424349e-05,GO:0034214; GO:0030145; GO:0032150; GO:0048037; GO:0046872; GO:0005829; GO:0016831; GO:0016829; GO:0042802; GO:0005886; GO:0016020; GO:0008694; GO:0006744,3-octaprenyl-4hydroxybenzoate decarboxylase (EC 4.1.1.-)
fre,b3844,M9_glucose,metabolism,energy production and conversion,C,flavin reductase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001202761441083297,GO:0043085; GO:0030091; GO:0008047; GO:0005829; GO:0006979; GO:0052875; GO:0042602; GO:0055072; GO:0055114; GO:0016491; GO:0006811,NAD(P)H-flavin reductase
fada,b3845,M9_glucose,metabolism,lipid transport and metabolism,I,3-ketoacyl-CoA thiolase,0.6931471805599453,Soufi et al. 2015,BW25113,2.6596765253813446e-05,GO:0010124; GO:0005829; GO:0016747; GO:0003824; GO:0006635; GO:0016740; GO:0016042; GO:0016746; GO:0006631; GO:0006629; GO:0003988; GO:0005737,3-ketoacyl-CoA thiolase (EC 2.3.1.16)
fadb,b3846,M9_glucose,metabolism,lipid transport and metabolism,I,"dodecenoyl-CoA &delta;-isomerase, enoyl-CoA hydratase, 3-hydroxybutyryl-CoA epimerase, 3-hydroxyacyl-CoA dehydrogenase",0.6931471805599453,Soufi et al. 2015,BW25113,4.025177230476228e-05,GO:0016509; GO:0036125; GO:0004165; GO:0009062; GO:0006635; GO:0055114; GO:0016853; GO:0016829; GO:0016491; GO:0016042; GO:0008152; GO:0006631; GO:0006629; GO:0003824; GO:0003857; GO:0004300; GO:0008692,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)/short chain enoyl-CoA hydratase (EC 4.2.1.17)
pepq,b3847,M9_glucose,metabolism,amino acid transport and metabolism,E,Xaa-Pro dipeptidase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0011328698175778436,GO:0008235; GO:0005515; GO:0102009; GO:0070573; GO:0042803; GO:0030145; GO:0005829; GO:0043171; GO:0016795; GO:0046872; GO:0016805; GO:0016787; GO:0008237; GO:0008233; GO:0006508,Xaa-Pro dipeptidase (EC:3.4.13.9). Metallo peptidase. MEROPS family M24B
yigz,b3848,M9_glucose,poorly characterized,general function prediction only,R,IMPACT family member YigZ,0.6931471805599453,Soufi et al. 2015,BW25113,3.561681084256788e-06,GO:0005515; GO:0005829,"conserved protein, UPF0029 family"
trkh,b3849,M9_glucose,metabolism,inorganic ion transport and metabolism,P,TRKH-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0015379; GO:0006813; GO:0046872; GO:0015079; GO:0016021; GO:0016020; GO:0055085; GO:0008324; GO:0006812; GO:0071805; GO:0030955; GO:0005887; GO:0005267; GO:0005886; GO:0006811,potassium transporter
hemg,b3850,M9_glucose,metabolism,coenzyme transport and metabolism,H,protoporphyrinogen oxidase,0.6931471805599453,Soufi et al. 2015,BW25113,2.0809864431860003e-05,GO:0022900; GO:0005515; GO:0005829; GO:0016491; GO:0009055; GO:0006782; GO:0006779; GO:0016020; GO:0042802; GO:0070819; GO:0006783; GO:0055114; GO:0010181; GO:0004729,protoporphyrinogen oxidase (EC 1.3.3.4)
mobb,b3856,M9_glucose,metabolism,coenzyme transport and metabolism,H,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,0.6931471805599453,Soufi et al. 2015,BW25113,3.308105051582838e-06,GO:0005515; GO:0042803; GO:0005829; GO:0006777; GO:0005525; GO:0000166,molybdopterin guanine dinucleotide biosynthesis accessory protein MobB
moba,b3857,M9_glucose,metabolism,coenzyme transport and metabolism,H,molybdenum cofactor guanylyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,2.1142921874112073e-05,GO:0070568; GO:0019720; GO:0005829; GO:1902758; GO:0061603; GO:0000287; GO:0003824; GO:0046872; GO:0016740; GO:0005515; GO:0005737; GO:0005525; GO:0000166; GO:0006777,molybdenum cofactor guanylyltransferase (EC 2.7.7.77)
yihd,b3858,M9_glucose,poorly characterized,function unknown,S,DUF1040 domain-containing protein YihD,0.6931471805599453,Soufi et al. 2015,BW25113,5.500580982812574e-05,GO:0005829,conserved protein
srka,b3859,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,stress response kinase A,0.6931471805599453,Soufi et al. 2015,BW25113,3.851715716053658e-05,GO:0000287; GO:0006950; GO:0046872; GO:0016740; GO:0016310; GO:0016301; GO:0005524; GO:0000166; GO:0006468; GO:0005829; GO:0004674; GO:0005737,Thr/Ser kinase implicated in Cpx stress response
dsba,b3860,M9_glucose,Not Assigned,Not Assigned,Not Assigned,"thiol:disulfide oxidoreductase - DsbAreduced // ""thiol:disulfide oxidoreductase - DsbAoxidized"" // ""thiol:disulfide oxidoreductase DsbA""",0.6931471805599453,Soufi et al. 2015,BW25113,0.0007385934368737419,GO:0005623; GO:0003756; GO:0055114; GO:0042597; GO:0045454; GO:0071236; GO:0030288; GO:0015035; GO:0005515,Not Assigned
pola,b3863,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA polymerase I,0.6931471805599453,Soufi et al. 2015,BW25113,0.0003592491378046074,GO:0006139; GO:0071897; GO:0090305; GO:0016787; GO:0016779; GO:0016740; GO:0006974; GO:0004527; GO:0004518; GO:0003824; GO:0003676; GO:0006284; GO:0005829; GO:0006261; GO:0008409; GO:0008408; GO:0006281; GO:0006260; GO:0003677; GO:0003887; GO:0005737,DNA polymerase I (EC 2.7.7.7)
yiha,b3865,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,GTP-binding protein YihA,0.6931471805599453,Soufi et al. 2015,BW25113,0.00024413202946711659,GO:0090529; GO:0000917; GO:0046872; GO:0051301; GO:0005829; GO:0007049; GO:0005525; GO:0000166; GO:0000910,cell division checkpoint GTPase YihA
yihi,b3866,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,Der GTPase-activating protein YihI,0.6931471805599453,Soufi et al. 2015,BW25113,3.439538056418091e-05,GO:0005829; GO:0042254; GO:0005096; GO:0043547; GO:0090071; GO:0005515,conserved protein
hemn,b3867,M9_glucose,metabolism,coenzyme transport and metabolism,H,coproporphyrinogen III dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,2.1872630954987293e-05,GO:0003824; GO:0051536; GO:0016491; GO:0006782; GO:0006779; GO:0004109; GO:0005829; GO:0019353; GO:0055114; GO:0051989; GO:0051539; GO:0046872; GO:0005737,"coproporphyrinogen III oxidase, anaerobic (EC 1.3.99.22)"
glng,b3868,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"NtrC-phosphorylated monomer // ""DNA-binding transcriptional dual regulator NtrC""",0.6931471805599453,Soufi et al. 2015,BW25113,8.582813193003332e-05,GO:0005737; GO:0005515; GO:0043565; GO:0006808; GO:0008134; GO:0000156; GO:0006355; GO:0005829; GO:0009399; GO:0005524; GO:0003677; GO:0000166; GO:0000160,fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein
glnl,b3869,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,sensory histidine kinase NtrB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016787; GO:0005737; GO:0000160; GO:0007165; GO:0006470; GO:0023014; GO:0018106; GO:0005886; GO:0042802; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0004673; GO:0006355; GO:0005524; GO:0005515; GO:0005829; GO:0042803; GO:0005622; GO:0004721; GO:0051171; GO:0046777; GO:0009399; GO:0000166; GO:0000155,PAS/PAC sensor signal transduction histidine kinase (EC 2.7.13.3)
glna,b3870,M9_glucose,metabolism,amino acid transport and metabolism,E,"adenylyl-[glutamine synthetase] // ""glutamine synthetase""",0.6931471805599453,Soufi et al. 2015,BW25113,0.005100191245042844,GO:0016020; GO:0046872; GO:0009314; GO:0016874; GO:0006807; GO:0005737; GO:0003824; GO:0042802; GO:0006542; GO:0005524; GO:0005829; GO:0000166; GO:0004356; GO:0019740; GO:0019676,L-glutamine synthetase (EC 6.3.1.2)
bipa,b3871,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"ribosome-dependent GTPase, ribosome assembly factor",0.6931471805599453,Soufi et al. 2015,BW25113,0.0015030513380893539,GO:1990904; GO:0000027; GO:0005829; GO:0005515; GO:0009408; GO:0003924; GO:0009409; GO:0005525; GO:0000166; GO:0006412,GTP-binding protein
yihl,b3872,M9_glucose,information storage and processing,transcription,K,putative transcriptional regulator YihL,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0045892; GO:0005829; GO:0003700; GO:0006355; GO:0006355; GO:0003677; GO:0006351,"transcriptional regulator, GntR family"
yihm,b3873,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative TIM barrel domain-containing protein YihM,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829,Not Assigned
yihp,b3877,M9_glucose,metabolism,carbohydrate transport and metabolism,G,"putative 2,3-dihydroxypropane-1-sulfonate export protein",0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0071702; GO:0008643; GO:0055085; GO:0005887; GO:0022857; GO:0006814; GO:0005215; GO:0005886; GO:0016021; GO:0016020; GO:0015293,predicted transporter
yiht,b3881,M9_glucose,metabolism,carbohydrate transport and metabolism,G,6-deoxy-6-sulfofructose-1-phosphate aldolase,0.6931471805599453,Soufi et al. 2015,BW25113,2.304302538710895e-05,GO:0061720; GO:1902777; GO:0005829; GO:0061595; GO:0003824; GO:0016829,predicted aldolase
csqr,b3884,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator CsqR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:2000143; GO:0005829; GO:0003700; GO:0006355; GO:0003677; GO:0006351,"transcriptional regulator, DeoR family"
dtd,b3887,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,D-aminoacyl-tRNA deacylase,0.6931471805599453,Soufi et al. 2015,BW25113,4.785451150277923e-05,GO:0043908; GO:0019478; GO:0016788; GO:0106074; GO:0005515; GO:0003723; GO:0000049; GO:0106026; GO:0051499; GO:0005829; GO:0009408; GO:0042803; GO:0002161; GO:0016787; GO:0051500; GO:0005737; GO:0006399,D-tyr-tRNA(Tyr) deacylase
faby,b3888,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative acetyltransferase YiiD,0.6931471805599453,Soufi et al. 2015,BW25113,0.00012151603853488449,GO:0008080; GO:0016747; GO:0005829,Not Assigned
fdhe,b3891,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,formate dehydrogenase formation protein,0.6931471805599453,Soufi et al. 2015,BW25113,2.0551216373573417e-05,GO:0005829; GO:0051604; GO:0008199; GO:0042803; GO:0005515; GO:0005737,Tat proofreading chaperone FdhE
fdoh,b3893,M9_glucose,metabolism,energy production and conversion,C,formate dehydrogenase O subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0031235; GO:0022904; GO:0036397; GO:0015944; GO:0055114; GO:0016021; GO:0005886; GO:0009326; GO:0051539; GO:0051536; GO:0046872; GO:0045333; GO:0016020; GO:0009061,formate dehydrogenase (quinone-dependent) iron-sulfur subunit
fdog,b3894,M9_glucose,metabolism,energy production and conversion,C,formate dehydrogenase O subunit &alpha;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005851697397330684,GO:0030151; GO:0016020; GO:0022900; GO:0051539; GO:0051536; GO:0047111; GO:0043546; GO:0008863; GO:0015944; GO:0036397; GO:0030288; GO:0005515; GO:0055114; GO:0009055; GO:0042597; GO:0006974; GO:0005829; GO:0009326; GO:0046872; GO:0045333; GO:0016491; GO:0009061,formate dehydrogenase (quinone-dependent) catalytic subunit
fdhd,b3895,M9_glucose,metabolism,energy production and conversion,C,sulfurtransferase for molybdenum cofactor sulfuration,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0006777; GO:0016783; GO:0042803; GO:0043546; GO:0097163; GO:0005515; GO:0043085; GO:0005829; GO:0003824; GO:0005737,formate dehydrogenase formation protein
soda,b3908,M9_glucose,metabolism,inorganic ion transport and metabolism,P,superoxide dismutase (Mn),0.6931471805599453,Soufi et al. 2015,BW25113,0.0029392350255853256,GO:0005829; GO:0016491; GO:0042803; GO:0010447; GO:0003677; GO:0006979; GO:0009408; GO:0071291; GO:0019430; GO:0016209; GO:0055114; GO:0046872; GO:0030145; GO:0006801; GO:0004784; GO:0005737,"superoxide dismutase, Mn"
yiim,b3910,M9_glucose,poorly characterized,function unknown,S,2-amino-6-N-hydroxylaminopurine resistance protein,0.6931471805599453,Soufi et al. 2015,BW25113,7.606624290019819e-05,GO:0043546; GO:0042803; GO:0009407; GO:0005829; GO:0030170; GO:0030151; GO:0003824; GO:0009636,6-N-hydroxylaminopurine resistance protein
cpxa,b3911,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,"CpxA-N-phospho-L-histidine // ""sensor histidine kinase CpxA""",0.6931471805599453,Soufi et al. 2015,BW25113,2.930792063668774e-05,GO:0006470; GO:0030288; GO:0005829; GO:0036460; GO:0005887; GO:0004721; GO:0042802; GO:0000160; GO:0009314; GO:0007155; GO:0023014; GO:0018106; GO:0005515; GO:0043708; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0016020; GO:0007165; GO:0004673; GO:0046777; GO:0000166; GO:0005886; GO:0016021; GO:0005524; GO:0000155,sensory histidine kinase in two-component regulatory system with CpxR
cpxr,b3912,M9_glucose,information storage and processing,transcription,K,"Phosphorylated DNA-binding transcriptional dual regulator CpxR // ""DNA-binding transcriptional dual regulator CpxR""",0.6931471805599453,Soufi et al. 2015,BW25113,0.00039515435547018746,GO:0032993; GO:0001216; GO:0000976; GO:0000156; GO:0007155; GO:0010810; GO:0005515; GO:0006355; GO:0003677; GO:0005829; GO:0045892; GO:0045893; GO:0003700; GO:0005737; GO:0000160,DNA-binding response regulator in two-component regulatory system with CpxA
pfka,b3916,M9_glucose,metabolism,carbohydrate transport and metabolism,G,6-phosphofructokinase 1,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004647312874226673,GO:0070095; GO:0061621; GO:0051289; GO:0048029; GO:0030388; GO:0016208; GO:0005515; GO:0046835; GO:0005829; GO:0046872; GO:0016740; GO:0016301; GO:0008443; GO:0008152; GO:0003824; GO:0000166; GO:0006002; GO:0044275; GO:0016310; GO:0019003; GO:0042802; GO:0032553; GO:0006007; GO:0006096; GO:0005945; GO:0005524; GO:0000287; GO:0003872; GO:0003951; GO:0005737,6-phosphofructokinase (EC 2.7.1.11)
sbp,b3917,M9_glucose,metabolism,inorganic ion transport and metabolism,P,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp,0.6931471805599453,Soufi et al. 2015,BW25113,0.00020978407613702702,GO:1901681; GO:1902358; GO:0042597; GO:0043199; GO:0030288; GO:0008272; GO:0015419; GO:0006790,sulfate transporter subunit
cdh,b3918,M9_glucose,metabolism,lipid transport and metabolism,I,CDPDIGLYPYPHOSPHA-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005887; GO:0006629; GO:0046342; GO:0005886; GO:0016787; GO:0016021; GO:0016020; GO:0008654; GO:0008715,CDP-diacylglycerol phosphotidylhydrolase
tpia,b3919,M9_glucose,metabolism,carbohydrate transport and metabolism,G,triose-phosphate isomerase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0011990108353257516,GO:0046166; GO:0019563; GO:0042802; GO:0005515; GO:0016853; GO:0005737; GO:0003824; GO:0005829; GO:0006094; GO:0004807; GO:0006096,triosephosphate isomerase (EC 5.3.1.1)
yiiq,b3920,M9_glucose,Not Assigned,Not Assigned,Not Assigned,DUF1454 domain-containing protein YiiQ,0.6931471805599453,Soufi et al. 2015,BW25113,1.562422102835738e-05,no ontology,Not Assigned
yiis,b3922,M9_glucose,poorly characterized,function unknown,S,DUF406 domain-containing protein YiiS,0.6931471805599453,Soufi et al. 2015,BW25113,3.7609260229333916e-05,GO:0005829,"conserved protein, UPF0381 family"
uspd,b3923,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,universal stress protein D,0.6931471805599453,Soufi et al. 2015,BW25113,6.094378878552569e-05,GO:0042594; GO:0009411; GO:0000303; GO:0005829; GO:0005737,stress-induced protein
fpr,b3924,M9_glucose,metabolism,energy production and conversion,C,flavodoxin/ferredoxin-NADP+ reductase,0.6931471805599453,Soufi et al. 2015,BW25113,1.559998590452484e-05,GO:0000166; GO:0005737; GO:0016226; GO:0000303; GO:0071949; GO:0005829; GO:0016491; GO:0042493; GO:0055114; GO:0004324,ferredoxin-NADP reductase
glpx,b3925,M9_glucose,metabolism,carbohydrate transport and metabolism,G,"fructose-1,6-bisphosphatase 2",0.6931471805599453,Soufi et al. 2015,BW25113,7.5093142884853e-05,GO:0030388; GO:0042803; GO:0016311; GO:0046872; GO:0016787; GO:0006071; GO:0006094; GO:0005829; GO:0030145; GO:0005975; GO:0042132; GO:0005737,"fructose 1,6-bisphosphatase II"
glpk,b3926,M9_glucose,metabolism,energy production and conversion,C,glycerol kinase,0.6931471805599453,Soufi et al. 2015,BW25113,1.6867554033248447e-05,GO:0005515; GO:0008270; GO:0008152; GO:0003824; GO:0042802; GO:0016773; GO:0006072; GO:0005975; GO:0019563; GO:0006974; GO:0016310; GO:0005829; GO:0046872; GO:0016740; GO:0016301; GO:0005524; GO:0000166; GO:0004370; GO:0006071,glycerol kinase (EC 2.7.1.30)
mena,b3930,M9_glucose,metabolism,coenzyme transport and metabolism,H,DMK-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,1.2445204063728392e-05,GO:0005887; GO:0032194; GO:0042371; GO:0016765; GO:0000287; GO:0016740; GO:0004659; GO:0005886; GO:0016021; GO:0016020; GO:0009234; GO:0046428,"1,4-dihydroxy-2-naphthoate prenyltransferase (EC 2.5.1.74)"
