gene_name,go_terms,cog_class,cog_letter,b_number,condition,mass_frac,dataset_name,strain,growth_rate_hr
asr,GO:0030288; GO:0001101; GO:0010043; GO:0042597,Not Assigned,Not Assigned,b1597,0.2% glucose (c limitation),9.1e-06,Balakrishnan et al. 2022,NCM3722,0.91
atl,GO:0005515; GO:0006974; GO:0003677; GO:0005829; GO:0003824; GO:0006281; GO:0019899; GO:0003684,information storage and processing,K,b0454,0.2% glucose (c limitation),2.28e-05,Balakrishnan et al. 2022,NCM3722,0.91
atoC,GO:0010967; GO:0008073; GO:0043086; GO:0006355; GO:0043565; GO:0008134; GO:0003677; GO:0005829; GO:0045893; GO:0005737; GO:0005524; GO:0003700; GO:0000166; GO:0000160,cellular processes and signaling,T,b2220,0.2% glucose (c limitation),4.43e-06,Balakrishnan et al. 2022,NCM3722,0.91
atoE,GO:0005886; GO:0016021; GO:0016020,metabolism,I,b2223,0.2% glucose (c limitation),5.92e-07,Balakrishnan et al. 2022,NCM3722,0.91
azoR,GO:0022900; GO:0016652; GO:0009055; GO:0042803; GO:0005829; GO:0016661; GO:0016491; GO:0006979; GO:0016655; GO:0055114; GO:0050446; GO:0010181,metabolism,C,b1412,0.2% glucose (c limitation),9.68e-05,Balakrishnan et al. 2022,NCM3722,0.91
baeR,GO:0005829; GO:0006351; GO:0032993; GO:0003700; GO:0001216; GO:0000976; GO:0000156; GO:0042802; GO:0006355; GO:0003677; GO:2001023; GO:2000144; GO:0000986; GO:0005737; GO:0000160,information storage and processing,K,b2079,0.2% glucose (c limitation),3.66e-05,Balakrishnan et al. 2022,NCM3722,0.91
baeS,GO:0036460; GO:0005887; GO:0000160; GO:0023014; GO:0018106; GO:0016310; GO:0007165; GO:0016772; GO:0046777; GO:0000166; GO:0005886; GO:0016740; GO:0016301; GO:0016021; GO:0016020; GO:0005524; GO:0004673; GO:0000155,cellular processes and signaling,T,b2078,0.2% glucose (c limitation),8.47e-06,Balakrishnan et al. 2022,NCM3722,0.91
barA,GO:0005886; GO:0000160; GO:0009927; GO:0006468; GO:0042803; GO:0004721; GO:1901425; GO:0010034; GO:0018217; GO:0005515; GO:0023014; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0005887; GO:0046777; GO:0042542; GO:0000166; GO:0016021; GO:0016020; GO:0005524; GO:0000155,cellular processes and signaling,T,b2786,0.2% glucose (c limitation),2.32e-05,Balakrishnan et al. 2022,NCM3722,0.91
basS,GO:0010043; GO:0004721; GO:0005887; GO:0046777; GO:0000160; GO:0023014; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0000166; GO:0010041; GO:0005886; GO:0018106; GO:0016021; GO:0016020; GO:0005524; GO:0004673; GO:0000155,cellular processes and signaling,T,b4112,0.2% glucose (c limitation),1.49e-05,Balakrishnan et al. 2022,NCM3722,0.91
bax,GO:0004040; GO:0005524; GO:0000166,poorly characterized,R,b3570,0.2% glucose (c limitation),5.15e-05,Balakrishnan et al. 2022,NCM3722,0.91
bcp,GO:0034599; GO:0005737; GO:0005623; GO:0045454; GO:0098869; GO:0051920; GO:0016491; GO:0016209; GO:0004601; GO:0005829; GO:0055114; GO:0032843; GO:0008379; GO:0006979,cellular processes and signaling,O,b2480,0.2% glucose (c limitation),0.00039,Balakrishnan et al. 2022,NCM3722,0.91
bcr,GO:0042910; GO:0042908; GO:0006855; GO:0015299; GO:1990961; GO:0005887; GO:0033228; GO:0033229; GO:0015833; GO:0015031; GO:0035442; GO:0071916; GO:0055085; GO:0005886; GO:0046677; GO:0016021; GO:0016020,metabolism,G,b2182,0.2% glucose (c limitation),3.18e-05,Balakrishnan et al. 2022,NCM3722,0.91
bdm,GO:1902210,Not Assigned,Not Assigned,b1481,0.2% glucose (c limitation),4.11e-06,Balakrishnan et al. 2022,NCM3722,0.91
bfd,GO:0055114; GO:0051536; GO:0005829; GO:0005515; GO:0051537; GO:0046872,metabolism,P,b3337,0.2% glucose (c limitation),0.00024,Balakrishnan et al. 2022,NCM3722,0.91
bfr,GO:0005623; GO:0005515; GO:0042803; GO:0020037; GO:0042802; GO:0046872; GO:0006879; GO:0008199; GO:0006826; GO:0055114; GO:0016491; GO:0005506; GO:0006880; GO:0004322; GO:0005829,metabolism,P,b3336,0.2% glucose (c limitation),8.43e-05,Balakrishnan et al. 2022,NCM3722,0.91
bglB,GO:0016052; GO:0103047; GO:0008422; GO:0005829; GO:0005975; GO:0004553; GO:0016798; GO:0016787; GO:0008152; GO:0008706,metabolism,G,b3721,0.2% glucose (c limitation),1.14e-06,Balakrishnan et al. 2022,NCM3722,0.91
bioC,GO:0102130; GO:0005829; GO:0016740; GO:0008168; GO:0032259; GO:0010340; GO:0009102,Not Assigned,Not Assigned,b0777,0.2% glucose (c limitation),6.44e-05,Balakrishnan et al. 2022,NCM3722,0.91
bioH,GO:0005515; GO:0016787; GO:0090499; GO:0005737; GO:0052689; GO:0009102,poorly characterized,R,b3412,0.2% glucose (c limitation),2.28e-05,Balakrishnan et al. 2022,NCM3722,0.91
blc,GO:0006629; GO:0005737; GO:0000302; GO:0036406; GO:0006974; GO:0008289; GO:0016020; GO:0009279,cellular processes and signaling,M,b4149,0.2% glucose (c limitation),5.47e-06,Balakrishnan et al. 2022,NCM3722,0.91
blr,GO:0000935; GO:0036460; GO:0016020; GO:0051301; GO:0007049; GO:0005515; GO:0033554; GO:0005886; GO:0046677; GO:0016021,Not Assigned,Not Assigned,b4409,0.2% glucose (c limitation),1.21e-05,Balakrishnan et al. 2022,NCM3722,0.91
brnQ,GO:0098655; GO:1903785; GO:1902475; GO:0005515; GO:0016020; GO:0015803; GO:0015658; GO:0006865; GO:0015190; GO:0015188; GO:0005304; GO:0015829; GO:0015820; GO:0015818; GO:0005886; GO:0016021,metabolism,E,b0401,0.2% glucose (c limitation),6.35e-05,Balakrishnan et al. 2022,NCM3722,0.91
can,GO:0005515; GO:0016829; GO:0015976; GO:0005829; GO:0046872; GO:0008270; GO:0004089,metabolism,P,b0126,0.2% glucose (c limitation),0.000688,Balakrishnan et al. 2022,NCM3722,0.91
carA,GO:0006807; GO:0008652; GO:0044205; GO:0005951; GO:0006207; GO:0005737; GO:0000166; GO:0005829; GO:0016874; GO:0006541; GO:0005524; GO:0005515; GO:0004088; GO:0006526; GO:0006221,metabolism,E,b0032,0.2% glucose (c limitation),0.000457,Balakrishnan et al. 2022,NCM3722,0.91
cas1,GO:0042802; GO:0004520; GO:0003676; GO:0042803; GO:0090305; GO:0003677; GO:0016787; GO:0004519; GO:0004518; GO:0051607; GO:0046872; GO:0006281; GO:0005737; GO:0043571; GO:0006974; GO:0017108; GO:0005515; GO:0008821,cellular processes and signaling,V,b2755,0.2% glucose (c limitation),6.31e-06,Balakrishnan et al. 2022,NCM3722,0.91
cas2,GO:0003677; GO:0005515; GO:0090305; GO:0005829; GO:0051607; GO:0016787; GO:0004519; GO:0004518; GO:0043571,Not Assigned,Not Assigned,b2754,0.2% glucose (c limitation),7.72e-06,Balakrishnan et al. 2022,NCM3722,0.91
cas3,GO:0000738; GO:0000014; GO:0008296; GO:0000737; GO:0005829; GO:0046872; GO:0016787; GO:0004386; GO:0003677; GO:0003676; GO:0004527; GO:0004519; GO:0004518; GO:0097098; GO:0033677; GO:0003690; GO:0000287; GO:0051607; GO:0005524; GO:0000166,cellular processes and signaling,V,b2761,0.2% glucose (c limitation),1.69e-06,Balakrishnan et al. 2022,NCM3722,0.91
cbl,GO:0003700; GO:0006355; GO:0005829; GO:0045883; GO:0003677,information storage and processing,K,b1987,0.2% glucose (c limitation),5.2e-05,Balakrishnan et al. 2022,NCM3722,0.91
cbpA,GO:0051085; GO:0042026; GO:0005515; GO:0003677; GO:0051082; GO:0006457; GO:0005829; GO:0009295; GO:0003681; GO:0005737,Not Assigned,Not Assigned,b1000,0.2% glucose (c limitation),1.65e-05,Balakrishnan et al. 2022,NCM3722,0.91
cca,GO:0016791; GO:0016311; GO:0000287; GO:0000049; GO:0004112; GO:0005515; GO:0016779; GO:0016740; GO:0008152; GO:0008033; GO:0006396; GO:0003824; GO:0052929; GO:0052928; GO:0052927; GO:0005829; GO:0046872; GO:0042245; GO:0016787; GO:0005524; GO:0003723; GO:0001680; GO:0000166; GO:0016437; GO:0004810; GO:0005737,information storage and processing,J,b3056,0.2% glucose (c limitation),7e-05,Balakrishnan et al. 2022,NCM3722,0.91
cdd,GO:0042802; GO:0016787; GO:0003824; GO:0046872; GO:0042803; GO:0047844; GO:0006217; GO:0009972; GO:0001884; GO:0005829; GO:0008270; GO:0004126; GO:0015949,metabolism,F,b2143,0.2% glucose (c limitation),2.92e-05,Balakrishnan et al. 2022,NCM3722,0.91
cdh,GO:0005887; GO:0006629; GO:0046342; GO:0005886; GO:0016787; GO:0016021; GO:0016020; GO:0008654; GO:0008715,metabolism,I,b3918,0.2% glucose (c limitation),2.15e-05,Balakrishnan et al. 2022,NCM3722,0.91
cfa,GO:0031234; GO:0071890; GO:0042803; GO:0016740; GO:0008168; GO:0006629; GO:0006633; GO:0005829; GO:0032259; GO:0030258; GO:0008610; GO:0005737; GO:0008825,metabolism,I,b1661,0.2% glucose (c limitation),8.26e-05,Balakrishnan et al. 2022,NCM3722,0.91
chbA,GO:0032991; GO:0034219; GO:1902815; GO:0090566; GO:0005515; GO:0005829; GO:0016740; GO:0008643; GO:0005737; GO:0009401,metabolism,G,b1736,0.2% glucose (c limitation),9.04e-06,Balakrishnan et al. 2022,NCM3722,0.91
chbB,GO:0034219; GO:1902815; GO:0090566; GO:0005829; GO:0005515; GO:0016310; GO:0016301; GO:0016740; GO:0008982; GO:0008643; GO:0005737; GO:0009401,metabolism,G,b1738,0.2% glucose (c limitation),1.77e-05,Balakrishnan et al. 2022,NCM3722,0.91
cheA,GO:0005623; GO:1902021; GO:1901875; GO:0050920; GO:0031400; GO:0016310; GO:0000160; GO:0009454; GO:0043052; GO:0098561; GO:0023014; GO:0018106; GO:0005886; GO:0007165; GO:0005515; GO:0016772; GO:0000155; GO:0005829; GO:0046777; GO:0000166; GO:0016740; GO:0016301; GO:0006935; GO:0005737; GO:0005524; GO:0004673; GO:0051649,cellular processes and signaling,T,b1888,0.2% glucose (c limitation),0.000609,Balakrishnan et al. 2022,NCM3722,0.91
cheB,GO:0007165; GO:1990827; GO:0018277; GO:0023014; GO:0050568; GO:0005515; GO:0006482; GO:0005886; GO:0000160; GO:0000156; GO:0005829; GO:0016787; GO:0006935; GO:0005737; GO:0008984,cellular processes and signaling,T,b1883,0.2% glucose (c limitation),0.000222,Balakrishnan et al. 2022,NCM3722,0.91
cheR,GO:0008276; GO:0098561; GO:0008022; GO:0006479; GO:0005886; GO:0005829; GO:0008757; GO:0032259; GO:0016740; GO:0008168; GO:0006935; GO:0008983,cellular processes and signaling,T,b1884,0.2% glucose (c limitation),0.000269,Balakrishnan et al. 2022,NCM3722,0.91
cheW,GO:0005623; GO:1901875; GO:0019904; GO:0005886; GO:0010864; GO:0042803; GO:0009454; GO:0023014; GO:0098561; GO:0051649; GO:0005829; GO:0005515; GO:0007165; GO:0006935; GO:0005737,cellular processes and signaling,T,b1887,0.2% glucose (c limitation),0.00129,Balakrishnan et al. 2022,NCM3722,0.91
cheY,GO:0005515; GO:0005829; GO:0016407; GO:0006473; GO:1902021; GO:0000156; GO:0009454; GO:0043052; GO:0000160; GO:0023014; GO:0097588; GO:0018393; GO:0046872; GO:0006935; GO:0005737; GO:0000287,Not Assigned,Not Assigned,b1882,0.2% glucose (c limitation),0.00103,Balakrishnan et al. 2022,NCM3722,0.91
cho,GO:0009380; GO:0033683; GO:0004520; GO:0005829; GO:0016787; GO:0006974; GO:0005515; GO:0004518; GO:0006281; GO:0009432,Not Assigned,Not Assigned,b1741,0.2% glucose (c limitation),2.01e-05,Balakrishnan et al. 2022,NCM3722,0.91
cmk,GO:0046940; GO:0006220; GO:0033317; GO:0004592; GO:0010165; GO:0006139; GO:0005829; GO:0015949; GO:0004127; GO:0016310; GO:0016740; GO:0016301; GO:0005524; GO:0000166; GO:0005737,metabolism,F,b0910,0.2% glucose (c limitation),0.000191,Balakrishnan et al. 2022,NCM3722,0.91
cmtA,GO:0034219; GO:0022872; GO:0015797; GO:0005887; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401,metabolism,G,b2933,0.2% glucose (c limitation),4.11e-07,Balakrishnan et al. 2022,NCM3722,0.91
cnu,GO:0005829; GO:1900232; GO:0060566; GO:0005515; GO:0003677,Not Assigned,Not Assigned,b1625,0.2% glucose (c limitation),1.07e-05,Balakrishnan et al. 2022,NCM3722,0.91
coaA,GO:0050165; GO:0042803; GO:0005829; GO:0016740; GO:0016301; GO:0000166; GO:0016310; GO:0005737; GO:0005524; GO:0004594; GO:0015937,metabolism,H,b3974,0.2% glucose (c limitation),6.57e-05,Balakrishnan et al. 2022,NCM3722,0.91
codB,GO:1902600; GO:0022857; GO:0055085; GO:0015856; GO:0015209; GO:0015295; GO:0005887; GO:0005886; GO:0019858; GO:0016021; GO:0016020,metabolism,F,b0336,0.2% glucose (c limitation),2.74e-05,Balakrishnan et al. 2022,NCM3722,0.91
cof,GO:0016311; GO:0005829; GO:0016818; GO:0016787; GO:0046872; GO:0017001; GO:0000287; GO:0017110; GO:0016791; GO:0009228,poorly characterized,R,b0446,0.2% glucose (c limitation),1.57e-05,Balakrishnan et al. 2022,NCM3722,0.91
corA,GO:1903830; GO:0055085; GO:0046873; GO:0030001; GO:0006811; GO:0035444; GO:0015099; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0015693; GO:0015095; GO:0015087; GO:0006824,metabolism,P,b3816,0.2% glucose (c limitation),4.39e-05,Balakrishnan et al. 2022,NCM3722,0.91
cra,GO:0000986; GO:0042802; GO:2000142; GO:0009750; GO:0005829; GO:0006355; GO:0003677,information storage and processing,K,b0080,0.2% glucose (c limitation),7.48e-05,Balakrishnan et al. 2022,NCM3722,0.91
crl,GO:2000144; GO:0034622; GO:0005515; GO:0005829; GO:0045893,Not Assigned,Not Assigned,b0240,0.2% glucose (c limitation),0.000232,Balakrishnan et al. 2022,NCM3722,0.91
crp,GO:0042802; GO:0043565; GO:0032993; GO:0005515; GO:0006355; GO:0003700; GO:0045893; GO:0045892; GO:0045013; GO:0005829; GO:0030552; GO:0003677; GO:0000166; GO:0006351,cellular processes and signaling,T,b3357,0.2% glucose (c limitation),0.000729,Balakrishnan et al. 2022,NCM3722,0.91
crr,GO:0005515; GO:0043610; GO:0045912; GO:0005737; GO:0031234; GO:0016310; GO:0005829; GO:0046872; GO:0016740; GO:0016301; GO:0008643; GO:0009401,metabolism,G,b2417,0.2% glucose (c limitation),0.00218,Balakrishnan et al. 2022,NCM3722,0.91
cspA,GO:0003676; GO:0031564; GO:0003723; GO:0003727; GO:0005829; GO:0001072; GO:0060567; GO:0009409; GO:0003697; GO:0003677; GO:0006351; GO:0005737,information storage and processing,K,b3556,0.2% glucose (c limitation),0.0171,Balakrishnan et al. 2022,NCM3722,0.91
cspB,GO:0003676; GO:0005829; GO:0009409; GO:0003697; GO:0003723; GO:0006950; GO:0005737; GO:0003677,information storage and processing,K,b1557,0.2% glucose (c limitation),9.37e-05,Balakrishnan et al. 2022,NCM3722,0.91
cutC,GO:0005623; GO:0006878; GO:0055070; GO:0005507; GO:0005829; GO:0005737,metabolism,P,b1874,0.2% glucose (c limitation),4.9e-05,Balakrishnan et al. 2022,NCM3722,0.91
cybB,GO:0005887; GO:0019430; GO:0009055; GO:0055114; GO:0020037; GO:0022904; GO:0005886; GO:0046872; GO:0016021; GO:0016020,metabolism,C,b1418,0.2% glucose (c limitation),0.000134,Balakrishnan et al. 2022,NCM3722,0.91
cynX,GO:0022857; GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0009440,metabolism,P,b0341,0.2% glucose (c limitation),2.67e-06,Balakrishnan et al. 2022,NCM3722,0.91
cyoA,GO:0042773; GO:0008827; GO:0005507; GO:0004129; GO:0071575; GO:0009060; GO:0015990; GO:0055114; GO:0022900; GO:0016491; GO:0016021; GO:0016020; GO:0005886; GO:0016682; GO:0009319; GO:0019646; GO:0070469; GO:0005887; GO:0015078; GO:0009486; GO:0009055; GO:0015453,metabolism,C,b0432,0.2% glucose (c limitation),0.000787,Balakrishnan et al. 2022,NCM3722,0.91
cyoB,GO:0004129; GO:0005515; GO:0055114; GO:0046872; GO:0016021; GO:0016020; GO:0009060; GO:0006811; GO:0005886; GO:0016682; GO:0070469; GO:0009319; GO:0015990; GO:0015078; GO:0048039; GO:0019646; GO:0005887; GO:0009486; GO:0020037; GO:0005507; GO:0009055; GO:0015453,metabolism,C,b0431,0.2% glucose (c limitation),0.000659,Balakrishnan et al. 2022,NCM3722,0.91
cyoC,GO:0008827; GO:0004129; GO:0005887; GO:0005515; GO:0009060; GO:0055114; GO:0022904; GO:0016491; GO:0016021; GO:0016020; GO:0015002; GO:0009319; GO:0015990; GO:0015078; GO:0019646; GO:0005886; GO:0009486; GO:0009055; GO:0015453,metabolism,C,b0430,0.2% glucose (c limitation),0.000496,Balakrishnan et al. 2022,NCM3722,0.91
cyoD,GO:0005515; GO:0005887; GO:0009060; GO:0055114; GO:0016491; GO:0016020; GO:0008827; GO:0009319; GO:0015990; GO:0015078; GO:0015453; GO:0019646; GO:0005886; GO:0009486; GO:0016021; GO:0009055,metabolism,C,b0429,0.2% glucose (c limitation),0.000543,Balakrishnan et al. 2022,NCM3722,0.91
cysB,GO:0010165; GO:0005829; GO:0042802; GO:0006355; GO:0003700; GO:0008652; GO:0003677; GO:0019344; GO:0006351; GO:0005737,information storage and processing,K,b1275,0.2% glucose (c limitation),0.000142,Balakrishnan et al. 2022,NCM3722,0.91
cysD,GO:0000103; GO:0009336; GO:0005829; GO:0006979; GO:0016779; GO:0016740; GO:0003824; GO:0005515; GO:0019419; GO:0070814; GO:0005524; GO:0000166; GO:0004781; GO:0006790,metabolism,E,b2752,0.2% glucose (c limitation),0.000619,Balakrishnan et al. 2022,NCM3722,0.91
cysI,GO:0000103; GO:0050311; GO:0016002; GO:0051536; GO:0005515; GO:0050661; GO:0046872; GO:0070814; GO:0055114; GO:0051539; GO:0020037; GO:0019344; GO:0016491; GO:0009337; GO:0008652; GO:0004783,metabolism,P,b2763,0.2% glucose (c limitation),0.000706,Balakrishnan et al. 2022,NCM3722,0.91
cysJ,GO:0005829; GO:0000103; GO:0070401; GO:0016491; GO:0070814; GO:0042602; GO:0009337; GO:0050660; GO:0055114; GO:0019344; GO:0010181; GO:0008652; GO:0005515; GO:0004783,metabolism,P,b2764,0.2% glucose (c limitation),0.00057,Balakrishnan et al. 2022,NCM3722,0.91
cysN,GO:0000103; GO:0009336; GO:0005829; GO:0005515; GO:0070814; GO:0005524; GO:0016779; GO:0016740; GO:0005525; GO:0003924; GO:0000166; GO:0004781; GO:0006790,metabolism,P,b2751,0.2% glucose (c limitation),0.000581,Balakrishnan et al. 2022,NCM3722,0.91
dacB,GO:0005515; GO:0042597; GO:0016787; GO:0004185; GO:0006508; GO:0051301; GO:0005886; GO:0004175; GO:0000270; GO:0009253; GO:0009254; GO:0016998; GO:0043093; GO:0004180; GO:0008658; GO:0046677; GO:0009252; GO:0008360; GO:0007049; GO:0071555; GO:0009002,cellular processes and signaling,M,b3182,0.2% glucose (c limitation),3.68e-05,Balakrishnan et al. 2022,NCM3722,0.91
dacC,GO:0042803; GO:0030288; GO:0004175; GO:0071555; GO:0016787; GO:0016020; GO:0008233; GO:0005886; GO:0005887; GO:0008658; GO:0009252; GO:0009002; GO:0008360; GO:0006508; GO:0004180; GO:0042493,cellular processes and signaling,M,b0839,0.2% glucose (c limitation),6.11e-05,Balakrishnan et al. 2022,NCM3722,0.91
dam,GO:0005515; GO:0009411; GO:1904047; GO:1902328; GO:0043565; GO:0016740; GO:0008168; GO:0006260; GO:0032775; GO:0032259; GO:0003676; GO:0005829; GO:0006261; GO:0006298; GO:0009007,information storage and processing,L,b3387,0.2% glucose (c limitation),0.000105,Balakrishnan et al. 2022,NCM3722,0.91
dapA,GO:0016829; GO:0009089; GO:0009085; GO:0008652; GO:0008152; GO:0005737; GO:0003824; GO:0042802; GO:0005829; GO:0019877; GO:0008840,metabolism,E,b2478,0.2% glucose (c limitation),0.000536,Balakrishnan et al. 2022,NCM3722,0.91
dapB,GO:0051287; GO:0050661; GO:0016726; GO:0009089; GO:0009085; GO:0008652; GO:0005737; GO:0042802; GO:0055114; GO:0005829; GO:0019877; GO:0016491; GO:0008839,metabolism,E,b0031,0.2% glucose (c limitation),0.000437,Balakrishnan et al. 2022,NCM3722,0.91
dcd,GO:0000166; GO:0006235; GO:0070207; GO:0009314; GO:0005829; GO:0016787; GO:0006229; GO:0006226; GO:0009117; GO:0008829; GO:0015949,metabolism,F,b2065,0.2% glucose (c limitation),0.000156,Balakrishnan et al. 2022,NCM3722,0.91
dcm,GO:0090116; GO:0009307; GO:0032259; GO:0016740; GO:0008168; GO:0005829; GO:0005515; GO:0003886,information storage and processing,L,b1961,0.2% glucose (c limitation),3.72e-05,Balakrishnan et al. 2022,NCM3722,0.91
dcp,GO:0005829; GO:0016787; GO:0008233; GO:0004222; GO:0030288; GO:0046872; GO:0008237; GO:0005737; GO:0004180; GO:0006508,metabolism,E,b1538,0.2% glucose (c limitation),7.46e-05,Balakrishnan et al. 2022,NCM3722,0.91
def,GO:0005829; GO:0043022; GO:0046872; GO:0016787; GO:0008270; GO:0008198; GO:0043686; GO:0031365; GO:0006412; GO:0005515; GO:0042586,information storage and processing,J,b3287,0.2% glucose (c limitation),0.000342,Balakrishnan et al. 2022,NCM3722,0.91
deoR,GO:0006355; GO:0003677; GO:0003700; GO:0005829; GO:2000143; GO:0000986,information storage and processing,K,b0840,0.2% glucose (c limitation),4.53e-05,Balakrishnan et al. 2022,NCM3722,0.91
der,GO:0005515; GO:0043023; GO:0097216; GO:0005829; GO:0042254; GO:0032794; GO:0043022; GO:0003924; GO:0005525; GO:0000166; GO:0000027,poorly characterized,R,b2511,0.2% glucose (c limitation),0.000171,Balakrishnan et al. 2022,NCM3722,0.91
dfp,GO:0042802; GO:0005515; GO:0016874; GO:0016831; GO:0016829; GO:0008152; GO:0003824; GO:0015941; GO:0005829; GO:0010181; GO:0046872; GO:0004633; GO:0004632; GO:0015937,metabolism,H,b3639,0.2% glucose (c limitation),5.93e-05,Balakrishnan et al. 2022,NCM3722,0.91
dgt,GO:0016793; GO:0042802; GO:0016787; GO:0006203; GO:0000287; GO:0005829; GO:0043099; GO:0003697; GO:0050897; GO:0030145; GO:0003924; GO:0008832; GO:0015949,metabolism,F,b0160,0.2% glucose (c limitation),2.72e-05,Balakrishnan et al. 2022,NCM3722,0.91
dinB,GO:0019985; GO:0006261; GO:0000287; GO:0070987; GO:0042276; GO:0016779; GO:0016740; GO:0006281; GO:0005515; GO:0003684; GO:0000731; GO:0005829; GO:0046872; GO:0006974; GO:0006260; GO:0003677; GO:0003887; GO:0009432; GO:0005737,information storage and processing,L,b0231,0.2% glucose (c limitation),1.2e-05,Balakrishnan et al. 2022,NCM3722,0.91
dinQ,GO:0005886; GO:0006974; GO:0016021; GO:0016020,Not Assigned,Not Assigned,b4613,0.2% glucose (c limitation),0.00119,Balakrishnan et al. 2022,NCM3722,0.91
dld,GO:0003824; GO:0048038; GO:0071949; GO:0055085; GO:0005887; GO:0031234; GO:0022904; GO:0009061; GO:0055114; GO:0016491; GO:0016020; GO:0006089; GO:0016901; GO:0019516; GO:0005886; GO:0050660; GO:0009060; GO:0009055,metabolism,C,b2133,0.2% glucose (c limitation),0.000171,Balakrishnan et al. 2022,NCM3722,0.91
